#,Name,base_name,form,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Computed Total,Total Match,Offense Score,Defense Score,Bulk Score,Mobility Score,Best Attack,Best Defense,Offense Score Norm,Defense Score Norm,Bulk Score Norm,Mobility Score Norm,Viability Score,Role,Display Name,Type Tuple,Type Offense Raw,Type Defense Raw,Coverage Super Effective Rate,Coverage Resisted Rate,Incoming Weakness Rate,Incoming Resistance Rate,Incoming Immunity Rate,Expected Incoming Multiplier,Type Offense Norm,Type Defense Norm,Offense Capability,Defense Capability,Meta Viability Score
154,Meganium,Meganium,Base,Grass,None,525,80,82,100,83,100,80,2,False,525,True,82.5,100.0,93.33333333333333,80,83,100,0.4264705882352941,0.38823529411764707,0.5121951219512195,0.42857142857142855,0.43447683951629434,Balanced,Meganium,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.3372325639116409,0.37763563612498474,0.3776409566153102
155,Cyndaquil,Cyndaquil,Base,Fire,None,309,39,52,43,60,50,65,2,False,309,True,56.0,46.5,44.0,65,60,50,0.27058823529411763,0.13647058823529412,0.15121951219512197,0.34285714285714286,0.22763886042221765,Balanced,Cyndaquil,"('Fire',)",1.1381249999999974,0.9440124407884671,0.25250000000000006,0.3074999999999998,0.2067545304777595,0.29489291598023065,0.0,1.0593080724876442,0.34852320675105475,0.371680507232312,0.30176222387689244,0.23424178682405822,0.2765518260898785
156,Quilava,Quilava,Base,Fire,None,405,58,64,58,80,65,80,2,False,405,True,72.0,61.5,60.333333333333336,80,80,65,0.36470588235294116,0.20705882352941177,0.2707317073170732,0.42857142857142855,0.3192723918835827,Balanced,Quilava,"('Fire',)",1.1381249999999974,0.9440124407884671,0.25250000000000006,0.3074999999999998,0.2067545304777595,0.29489291598023065,0.0,1.0593080724876442,0.34852320675105475,0.371680507232312,0.3582328121121866,0.28882571795748724,0.3421174133003725
157,Typhlosion,Typhlosion,Base,Fire,None,534,78,84,78,109,85,100,2,False,534,True,96.5,81.5,80.33333333333333,100,109,85,0.5088235294117647,0.30117647058823527,0.41707317073170735,0.5428571428571428,0.44536841565894647,DPS,Typhlosion,"('Fire',)",1.1381249999999974,0.9440124407884671,0.25250000000000006,0.3074999999999998,0.2067545304777595,0.29489291598023065,0.0,1.0593080724876442,0.34852320675105475,0.371680507232312,0.4447034003474807,0.35835226028173395,0.43362087200092586
158,Totodile,Totodile,Base,Water,None,314,50,65,64,44,48,43,2,False,314,True,54.5,56.0,54.0,43,65,64,0.26176470588235295,0.1811764705882353,0.22439024390243906,0.21714285714285714,0.2252183849149416,Balanced,Totodile,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.2566368826011421,0.29519667937632177,0.25756794316202314
159,Croconaw,Croconaw,Base,Water,None,405,65,80,80,59,63,58,2,False,405,True,69.5,71.5,69.33333333333333,58,80,80,0.35,0.2541176470588235,0.33658536585365856,0.3028571428571429,0.31391791350686615,Balanced,Croconaw,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.3095780590717303,0.3487748716288325,0.32097994357194326
160,Feraligatr,Feraligatr,Base,Water,None,530,85,105,100,79,83,78,2,False,530,True,92.0,91.5,89.33333333333333,78,105,100,0.4823529411764706,0.34823529411764703,0.4829268292682927,0.41714285714285715,0.4358962902234065,Balanced,Feraligatr,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.3889898237776127,0.4183014139530793,0.4090422258019084
161,Sentret,Sentret,Base,Normal,None,215,35,46,34,35,45,20,2,False,215,True,40.5,39.5,38.0,20,46,45,0.17941176470588235,0.10352941176470588,0.10731707317073172,0.08571428571428572,0.1272827423652388,Balanced,Sentret,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.10764705882352942,0.23853471531285772,0.14656879233519773
162,Furret,Furret,Base,Normal,None,415,85,76,64,45,55,90,2,False,415,True,60.5,59.5,68.0,90,76,64,0.29705882352941176,0.1976470588235294,0.326829268292683,0.4857142857142857,0.3158910637425702,Balanced,Furret,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.17823529411764705,0.32635394056393374,0.2894411022347673
163,Hoothoot,Hoothoot,Base,Normal,Flying,262,60,30,30,36,56,50,2,False,262,True,33.0,43.0,48.666666666666664,50,36,56,0.13529411764705881,0.12,0.18536585365853658,0.2571428571428571,0.16585468333674933,Balanced,Hoothoot,"('Flying', 'Normal')",1.2068749999999977,1.0434035227617604,0.2325000000000001,0.10250000000000004,0.12026359143327842,0.1375617792421746,0.0930807248764415,0.9584019769357496,0.44135021097046473,0.5041798089947124,0.2577165549764212,0.2900133870125191,0.25354026916626515
164,Noctowl,Noctowl,Base,Normal,Flying,442,100,50,50,76,96,70,2,False,442,True,63.0,73.0,82.0,70,76,96,0.31176470588235294,0.2611764705882353,0.4292682926829269,0.37142857142857144,0.334551137528182,Balanced,Noctowl,"('Flying', 'Normal')",1.2068749999999977,1.0434035227617604,0.2325000000000001,0.10250000000000004,0.12026359143327842,0.1375617792421746,0.0930807248764415,0.9584019769357496,0.44135021097046473,0.5041798089947124,0.36359890791759764,0.400400761474499,0.3714567479529018
165,Ledyba,Ledyba,Base,Bug,Flying,265,40,20,30,40,80,55,2,False,265,True,30.0,55.0,50.0,55,40,80,0.11764705882352941,0.17647058823529413,0.19512195121951223,0.2857142857142857,0.1814613650338184,Balanced,Ledyba,"('Bug', 'Flying')",1.3637499999999967,0.8507358086665777,0.3412499999999996,0.05500000000000002,0.25617792421746294,0.18121911037891267,0.05518945634266886,1.1754530477759475,0.653164556962025,0.2473324431854836,0.33185405807892765,0.20947817096142446,0.265661422132214
166,Ledian,Ledian,Base,Bug,Flying,390,55,35,50,55,110,85,2,False,390,True,45.0,80.0,71.66666666666667,85,55,110,0.20588235294117646,0.29411764705882354,0.35365853658536595,0.45714285714285713,0.3077485140397622,Balanced,Ledian,"('Bug', 'Flying')",1.3637499999999967,0.8507358086665777,0.3412499999999996,0.05500000000000002,0.25617792421746294,0.18121911037891267,0.05518945634266886,1.1754530477759475,0.653164556962025,0.2473324431854836,0.3847952345495159,0.29028878789112317,0.3557384358645362
167,Spinarak,Spinarak,Base,Bug,Poison,250,40,60,40,40,40,30,2,False,250,True,50.0,40.0,40.0,30,60,40,0.23529411764705882,0.10588235294117647,0.12195121951219513,0.14285714285714285,0.1617852018856323,Balanced,Spinarak,"('Bug', 'Poison')",1.1774999999999975,0.9134687726794949,0.2300000000000001,0.15000000000000008,0.257825370675453,0.2652388797364086,0.0,1.0947281713344317,0.40168776371308046,0.3309624204849641,0.30185157607346746,0.19993159660144622,0.22641646112123714
168,Ariados,Ariados,Base,Bug,Poison,390,70,90,70,60,60,40,2,False,390,True,75.0,65.0,66.66666666666667,40,90,70,0.38235294117647056,0.2235294117647059,0.31707317073170743,0.2,0.2931205164992826,Balanced,Ariados,"('Bug', 'Poison')",1.1774999999999975,0.9134687726794949,0.2300000000000001,0.15000000000000008,0.257825370675453,0.2652388797364086,0.0,1.0947281713344317,0.40168776371308046,0.3309624204849641,0.39008687019111454,0.28988855499455957,0.3169693920497061
169,Crobat,Crobat,Base,Poison,Flying,535,85,90,80,70,80,130,2,False,535,True,80.0,80.0,81.66666666666667,130,90,80,0.4117647058823529,0.29411764705882354,0.42682926829268303,0.7142857142857143,0.44587005533920887,Fast,Crobat,"('Flying', 'Poison')",1.2534374999999973,1.0402742062871524,0.2737499999999999,0.10000000000000003,0.1943986820428336,0.2652388797364086,0.05518945634266886,0.9612850082372325,0.5042194092827006,0.5000080841312026,0.448746587242492,0.40965172719624,0.4764175184996073
170,Chinchou,Chinchou,Base,Water,Electric,330,75,38,38,56,56,67,2,False,330,True,47.0,47.0,56.333333333333336,67,56,56,0.21764705882352942,0.1388235294117647,0.24146341463414636,0.35428571428571426,0.23003217872514858,Balanced,Chinchou,"('Electric', 'Water')",1.3696874999999973,1.0334113630520867,0.3874999999999995,0.14000000000000004,0.13344316309719934,0.3113673805601318,0.0,0.9676688632619438,0.6611814345991567,0.49085915528670765,0.3950608091337803,0.3052977510673373,0.33726133292534277
171,Lanturn,Lanturn,Base,Water,Electric,460,125,58,58,76,76,67,2,False,460,True,67.0,67.0,86.33333333333333,67,76,76,0.3352941176470588,0.23294117647058823,0.4609756097560976,0.35428571428571426,0.33864050010248,Balanced,Lanturn,"('Electric', 'Water')",1.3696874999999973,1.0334113630520867,0.3874999999999995,0.14000000000000004,0.13344316309719934,0.3113673805601318,0.0,0.9676688632619438,0.6611814345991567,0.49085915528670765,0.4656490444278979,0.39311697631841336,0.4081336428249123
172,Pichu,Pichu,Base,Electric,None,205,20,40,15,35,35,60,2,False,205,True,37.5,25.0,23.333333333333332,60,40,35,0.16176470588235295,0.03529411764705882,0.0,0.3142857142857143,0.12829831932773111,Balanced,Pichu,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.19427401340283007,0.2057803213098753,0.20583130679611142
173,Cleffa,Cleffa,Base,Fairy,None,218,50,25,28,45,55,15,2,False,218,True,35.0,41.5,44.333333333333336,15,45,55,0.14705882352941177,0.11294117647058824,0.15365853658536588,0.05714285714285714,0.12186616109858578,Balanced,Cleffa,"('Fairy',)",1.0759374999999973,1.0227464184990613,0.15500000000000008,0.18750000000000008,0.09143327841845139,0.14497528830313017,0.04118616144975288,0.9777594728171335,0.2645569620253161,0.47664160499391295,0.1940580789277735,0.2686006879086125,0.1850547906799096
174,Igglybuff,Igglybuff,Base,Normal,Fairy,210,90,30,15,40,20,15,2,False,210,True,35.0,17.5,41.666666666666664,15,40,20,0.14705882352941177,0.0,0.13414634146341464,0.05714285714285714,0.08972842795654848,Balanced,Igglybuff,"('Fairy', 'Normal')",1.138124999999997,1.0398286927089062,0.15500000000000008,0.06375000000000001,0.09143327841845139,0.1013179571663921,0.07907742998352553,0.9616968698517299,0.3485232067510542,0.49941416527177057,0.22764457681806877,0.2333022514745619,0.18307919893450694
175,Togepi,Togepi,Base,Fairy,None,245,35,20,65,40,65,20,2,False,245,True,30.0,65.0,55.0,20,40,65,0.11764705882352941,0.2235294117647059,0.23170731707317074,0.08571428571428572,0.16054314408690307,Balanced,Togepi,"('Fairy',)",1.0759374999999973,1.0227464184990613,0.15500000000000008,0.18750000000000008,0.09143327841845139,0.14497528830313017,0.04118616144975288,0.9777594728171335,0.2645569620253161,0.47664160499391295,0.1764110201042441,0.32681876538350496,0.20554865212692744
176,Togetic,Togetic,Base,Fairy,Flying,405,55,40,85,80,105,40,2,False,405,True,60.0,95.0,81.66666666666667,40,80,105,0.29411764705882354,0.36470588235294116,0.42682926829268303,0.2,0.3194835007173601,Balanced,Togetic,"('Fairy', 'Flying')",1.3524999999999963,1.0225310581247817,0.3324999999999997,0.04500000000000001,0.2116968698517298,0.2232289950576606,0.09637561779242174,0.9779654036243823,0.637974683544303,0.47635450580299155,0.4316604616530153,0.4248961782178968,0.37805556323417927
177,Natu,Natu,Base,Psychic,Flying,320,40,50,45,70,45,70,2,False,320,True,60.0,45.0,43.333333333333336,70,70,45,0.29411764705882354,0.12941176470588237,0.1463414634146342,0.37142857142857144,0.23884812461569993,Balanced,Natu,"('Flying', 'Psychic')",1.2768749999999969,0.9652156619584402,0.2699999999999999,0.05125000000000002,0.200164744645799,0.19604612850082373,0.05518945634266886,1.0360378912685337,0.5358649789029533,0.3999467454536655,0.39081657979647544,0.2418581816821836,0.320425590829886
178,Xatu,Xatu,Base,Psychic,Flying,470,65,75,70,95,70,95,2,False,470,True,85.0,70.0,68.33333333333333,95,95,70,0.4411764705882353,0.24705882352941178,0.32926829268292684,0.5142857142857142,0.3848872719819635,Balanced,Xatu,"('Flying', 'Psychic')",1.2768749999999969,0.9652156619584402,0.2699999999999999,0.05125000000000002,0.200164744645799,0.19604612850082373,0.05518945634266886,1.0360378912685337,0.5358649789029533,0.3999467454536655,0.4790518739141225,0.328766359587492,0.4251266053820483
179,Mareep,Mareep,Base,Electric,None,280,55,40,40,65,45,35,2,False,280,True,52.5,42.5,46.666666666666664,35,65,45,0.25,0.11764705882352941,0.17073170731707318,0.17142857142857143,0.18534382045501127,Balanced,Mareep,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.24721518987341828,0.2772867775509083,0.2355879679971772
180,Flaaffy,Flaaffy,Base,Electric,None,365,70,55,55,80,60,45,2,False,365,True,67.5,57.5,61.666666666666664,45,80,60,0.3382352941176471,0.18823529411764706,0.28048780487804875,0.22857142857142856,0.2672530231604837,Balanced,Flaaffy,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.30015636634400655,0.32943168429409336,0.2932657195856175
181,Ampharos,Ampharos,Base,Electric,None,510,90,75,85,115,90,55,2,False,510,True,95.0,87.5,88.33333333333333,55,115,90,0.5,0.32941176470588235,0.475609756097561,0.2857142857142857,0.40961774953883995,Heavy hitter,Ampharos,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.3972151898734183,0.4276239368048538,0.39147306227879225
181,AmpharosMega Ampharos,Ampharos,Mega Ampharos,Electric,Dragon,610,90,95,105,165,110,45,2,False,610,True,130.0,107.5,101.66666666666667,45,165,110,0.7058823529411765,0.4235294117647059,0.5731707317073171,0.22857142857142856,0.5132896085263374,Tank,Ampharos (Mega Ampharos),"('Dragon', 'Electric')",1.2949999999999955,1.0519930664842985,0.2849999999999999,0.015,0.16062602965403622,0.39950576606260296,0.0,0.9505766062602966,0.5603375527426139,0.5156306205071549,0.6476644328617515,0.4977802252473383,0.519678996283567
182,Bellossom,Bellossom,Base,Grass,None,490,75,80,95,90,100,50,2,False,490,True,85.0,97.5,90.0,50,90,100,0.4411764705882353,0.3764705882352941,0.48780487804878053,0.2571428571428571,0.3975189588030334,Balanced,Bellossom,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.34605609332340564,0.3674204280905515,0.3468478381484113
183,Marill,Marill,Base,Water,Fairy,250,70,20,50,20,50,40,2,False,250,True,20.0,50.0,56.666666666666664,40,20,50,0.058823529411764705,0.15294117647058825,0.24390243902439024,0.2,0.14760401721664276,Balanced,Marill,"('Fairy', 'Water')",1.3587499999999957,1.0384944386135737,0.3224999999999998,0.0275,0.17051070840197693,0.3327841845140033,0.04118616144975288,0.9629324546952225,0.646413502109703,0.4976354570366325,0.29385951849094005,0.3135592043354565,0.2637521712795094
184,Azumarill,Azumarill,Base,Water,Fairy,420,100,50,80,60,80,50,2,False,420,True,55.0,80.0,86.66666666666667,50,60,80,0.2647058823529412,0.29411764705882354,0.46341463414634154,0.2571428571428571,0.31028796884607507,Balanced,Azumarill,"('Fairy', 'Water')",1.3587499999999957,1.0384944386135737,0.3224999999999998,0.0275,0.17051070840197693,0.3327841845140033,0.04118616144975288,0.9629324546952225,0.646413502109703,0.4976354570366325,0.41738893025564594,0.4178490178218266,0.3774249013471462
185,Sudowoodo,Sudowoodo,Base,Rock,None,410,70,100,115,30,65,30,2,False,410,True,65.0,90.0,83.33333333333333,30,100,115,0.3235294117647059,0.3411764705882353,0.4390243902439025,0.14285714285714285,0.314905718384915,Balanced,Sudowoodo,"('Rock',)",1.2499999999999976,0.8433483841446162,0.27374999999999994,0.1637500000000001,0.32125205930807244,0.271004942339374,0.0,1.1857495881383855,0.4995780590717305,0.2374841894835534,0.3939488706875157,0.32416153806027936,0.32349243887939877
186,Politoed,Politoed,Base,Water,None,500,90,75,75,90,100,70,2,False,500,True,82.5,87.5,88.33333333333333,70,90,100,0.4264705882352941,0.32941176470588235,0.475609756097561,0.37142857142857144,0.40102531256405005,Tank,Politoed,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.3554604120129068,0.4098839103662787,0.3810174205139395
187,Hoppip,Hoppip,Base,Grass,Flying,250,35,35,40,35,55,50,2,False,250,True,35.0,47.5,43.333333333333336,50,35,55,0.14705882352941177,0.1411764705882353,0.1463414634146342,0.2571428571428571,0.1674615699938512,Balanced,Hoppip,"('Flying', 'Grass')",1.5068749999999969,0.8763761046281028,0.4287499999999994,0.04375000000000001,0.2660626029654037,0.2257001647446458,0.05518945634266886,1.1410626029654036,0.8464135021097051,0.2815137927033029,0.42680069496152917,0.19860264764086205,0.2939917363473766
188,Skiploom,Skiploom,Base,Grass,Flying,340,55,45,50,45,65,80,2,False,340,True,45.0,57.5,56.666666666666664,80,45,65,0.20588235294117646,0.18823529411764706,0.24390243902439024,0.42857142857142855,0.2536124205779873,Balanced,Skiploom,"('Flying', 'Grass')",1.5068749999999969,0.8763761046281028,0.4287499999999994,0.04375000000000001,0.2660626029654037,0.2257001647446458,0.05518945634266886,1.1410626029654036,0.8464135021097051,0.2815137927033029,0.462094812608588,0.23946347977859517,0.35900454634942613
189,Jumpluff,Jumpluff,Base,Grass,Flying,460,75,55,70,55,95,110,2,False,460,True,55.0,82.5,80.0,110,55,95,0.2647058823529412,0.3058823529411765,0.4146341463414635,0.6,0.37204447632711624,Fast,Jumpluff,"('Flying', 'Grass')",1.5068749999999969,0.8763761046281028,0.4287499999999994,0.04375000000000001,0.2660626029654037,0.2257001647446458,0.05518945634266886,1.1410626029654036,0.8464135021097051,0.2815137927033029,0.4973889302556468,0.3233228771960988,0.4417591067101558
190,Aipom,Aipom,Base,Normal,None,360,55,70,55,40,55,85,2,False,360,True,55.0,55.0,55.0,85,70,55,0.2647058823529412,0.17647058823529413,0.23170731707317074,0.45714285714285713,0.2745347407255585,Balanced,Aipom,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.1588235294117647,0.29516168805317333,0.2618295578609202
191,Sunkern,Sunkern,Base,Grass,None,180,30,30,30,30,30,30,2,False,180,True,30.0,30.0,30.0,30,30,30,0.11764705882352941,0.058823529411764705,0.04878048780487806,0.14285714285714285,0.09420987907358065,Balanced,Sunkern,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.1519384462645821,0.14648785994134056,0.14028178977784356
192,Sunflora,Sunflora,Base,Grass,None,425,75,75,55,105,85,30,2,False,425,True,90.0,70.0,71.66666666666667,30,105,85,0.47058823529411764,0.24705882352941178,0.35365853658536595,0.14285714285714285,0.3257737241237959,Balanced,Sunflora,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.36370315214693505,0.288589725077639,0.30235280842920653
193,Yanma,Yanma,Base,Bug,Flying,390,65,65,45,75,45,95,2,False,390,True,70.0,45.0,51.666666666666664,95,75,45,0.35294117647058826,0.12941176470588237,0.20731707317073172,0.5142857142857142,0.30020291043246566,Balanced,Yanma,"('Bug', 'Flying')",1.3637499999999967,0.8507358086665777,0.3412499999999996,0.05500000000000002,0.25617792421746294,0.18121911037891267,0.05518945634266886,1.1754530477759475,0.653164556962025,0.2473324431854836,0.473030528667163,0.19605636321393521,0.37020241413877275
194,Wooper,Wooper,Base,Water,Ground,210,55,45,45,25,25,15,2,False,210,True,35.0,35.0,41.666666666666664,15,45,45,0.14705882352941177,0.08235294117647059,0.13414634146341464,0.05714285714285714,0.11031666325066611,Balanced,Wooper,"('Ground', 'Water')",1.3187499999999965,0.911069417556444,0.3124999999999997,0.11250000000000004,0.07825370675453047,0.19192751235584846,0.04118616144975288,1.0976112026359144,0.5924050632911386,0.32776381481358496,0.3251973194341025,0.19346564070305233,0.21323754804358522
195,Quagsire,Quagsire,Base,Water,Ground,430,95,85,85,65,65,35,2,False,430,True,75.0,75.0,81.66666666666667,35,85,85,0.38235294117647056,0.27058823529411763,0.42682926829268303,0.17142857142857143,0.321122156179545,Balanced,Quagsire,"('Ground', 'Water')",1.3187499999999965,0.911069417556444,0.3124999999999997,0.11250000000000004,0.07825370675453047,0.19192751235584846,0.04118616144975288,1.0976112026359144,0.5924050632911386,0.32776381481358496,0.4663737900223378,0.3325187253515459,0.3601877427556163
196,Espeon,Espeon,Base,Psychic,None,525,65,65,60,130,95,110,2,False,525,True,97.5,77.5,73.33333333333333,110,130,95,0.5147058823529411,0.2823529411764706,0.3658536585365854,0.6,0.44390602582496413,DPS,Espeon,"('Psychic',)",0.9878124999999977,0.9256576430623346,0.12250000000000003,0.21125000000000013,0.13920922570016475,0.11779242174629324,0.0,1.080313014827018,0.1455696202531643,0.3472115324066214,0.3670513775130304,0.3291715570085596,0.40215792198152467
197,Umbreon,Umbreon,Base,Dark,None,525,95,65,110,60,130,65,2,False,525,True,62.5,120.0,111.66666666666667,65,65,130,0.3088235294117647,0.4823529411764706,0.6463414634146343,0.34285714285714286,0.42651619184259076,Tank,Umbreon,"('Dark',)",1.0709374999999979,0.9786376451527078,0.14625000000000005,0.15375000000000008,0.13591433278418452,0.07990115321252059,0.07413509060955518,1.0218286655683688,0.2578059071729961,0.41783973309600736,0.2884164805162573,0.4975447885038262,0.3800360289626108
198,Murkrow,Murkrow,Base,Dark,Flying,405,60,85,42,85,42,91,2,False,405,True,85.0,42.0,48.0,91,85,42,0.4411764705882353,0.11529411764705882,0.1804878048780488,0.49142857142857144,0.3176185693789711,Balanced,Murkrow,"('Dark', 'Flying')",1.384374999999996,1.0584132508414004,0.36124999999999957,0.01375,0.15321252059308071,0.15815485996705106,0.12932454695222406,0.9448105436573312,0.6810126582278468,0.5241894361233334,0.5371109456440799,0.29515066684531616,0.4247466494323582
199,Slowking,Slowking,Base,Water,Psychic,490,95,75,80,100,110,30,2,False,490,True,87.5,95.0,95.0,30,100,110,0.45588235294117646,0.36470588235294116,0.524390243902439,0.14285714285714285,0.3841847714695634,Tank,Slowking,"('Psychic', 'Water')",1.3074999999999963,0.9210925636432423,0.2849999999999999,0.035,0.25864909390444807,0.3459637561779242,0.0,1.085667215815486,0.5772151898734168,0.3411257767884045,0.5044154877140725,0.39519493051450094,0.3993809613889852
200,Misdreavus,Misdreavus,Base,Ghost,None,435,60,60,60,85,85,85,2,False,435,True,72.5,72.5,68.33333333333333,85,85,85,0.36764705882352944,0.25882352941176473,0.32926829268292684,0.45714285714285713,0.3506645829063333,Balanced,Misdreavus,"('Ghost',)",1.0056249999999984,1.114784204450553,0.15875000000000006,0.18375000000000005,0.07990115321252059,0.11037891268533773,0.12767710049423395,0.8970345963756177,0.16962025316455784,0.5993381501186227,0.28843633655994083,0.41264056851229847,0.3603378211850444
201,Unown,Unown,Base,Psychic,None,336,48,72,48,72,48,48,2,False,336,True,72.0,48.0,48.0,48,72,48,0.36470588235294116,0.14352941176470588,0.1804878048780488,0.24571428571428572,0.24876982988317278,Balanced,Unown,"('Psychic',)",0.9878124999999977,0.9256576430623346,0.12250000000000003,0.21125000000000013,0.13920922570016475,0.11779242174629324,0.0,1.080313014827018,0.1455696202531643,0.3472115324066214,0.27705137751303044,0.23424185829980781,0.2552657258347733
202,Wobbuffet,Wobbuffet,Base,Psychic,None,405,190,33,58,33,58,33,2,False,405,True,33.0,58.0,102.0,33,33,58,0.13529411764705881,0.19058823529411764,0.575609756097561,0.16,0.24212195121951222,Balanced,Wobbuffet,"('Psychic',)",0.9878124999999977,0.9256576430623346,0.12250000000000003,0.21125000000000013,0.13920922570016475,0.11779242174629324,0.0,1.080313014827018,0.1455696202531643,0.3472115324066214,0.139404318689501,0.34949293433997997,0.22092790046072122
203,Girafarig,Girafarig,Base,Normal,Psychic,455,70,80,65,90,65,85,2,False,455,True,85.0,65.0,66.66666666666667,85,90,65,0.4411764705882353,0.2235294117647059,0.31707317073170743,0.45714285714285713,0.3651373232219717,Balanced,Girafarig,"('Normal', 'Psychic')",1.0918749999999977,0.9743178160651511,0.12250000000000003,0.06750000000000002,0.1013179571663921,0.07413509060955518,0.03789126853377265,1.0263591433278416,0.2860759493670888,0.41208092328661255,0.3791362620997767,0.3223359561152189,0.3716973187292007
204,Pineco,Pineco,Base,Bug,None,290,50,65,90,35,35,15,2,False,290,True,50.0,62.5,58.333333333333336,15,65,90,0.23529411764705882,0.21176470588235294,0.25609756097560976,0.05714285714285714,0.1979422012707522,Balanced,Pineco,"('Bug',)",1.006874999999999,0.9131252342169732,0.17750000000000005,0.35999999999999954,0.18369028006589788,0.1771004942339374,0.0,1.0951400329489291,0.17130801687763886,0.3305044457299968,0.20969967733929085,0.27034381559472465,0.20324577437617514
205,Forretress,Forretress,Base,Bug,Steel,465,75,90,140,60,60,40,2,False,465,True,75.0,100.0,91.66666666666667,40,90,140,0.38235294117647056,0.38823529411764707,0.5000000000000001,0.2,0.37088235294117644,Balanced,Forretress,"('Bug', 'Steel')",1.2553124999999972,1.1537182215247197,0.2875,0.13375000000000006,0.05271828665568369,0.4415156507413509,0.051070840197693576,0.8667627677100493,0.5067510548523207,0.6512414997422705,0.4321121866468106,0.5213789528380847,0.41489091345132617
206,Dunsparce,Dunsparce,Base,Normal,None,415,100,70,70,65,65,45,2,False,415,True,67.5,67.5,78.33333333333333,45,70,70,0.3382352941176471,0.23529411764705882,0.4024390243902439,0.22857142857142856,0.30340797294527566,Balanced,Dunsparce,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.20294117647058824,0.35843285017655935,0.2685032358687087
207,Gligar,Gligar,Base,Ground,Flying,430,65,75,105,35,65,85,2,False,430,True,55.0,85.0,78.33333333333333,85,75,105,0.2647058823529412,0.3176470588235294,0.4024390243902439,0.45714285714285713,0.343975199836032,Balanced,Gligar,"('Flying', 'Ground')",1.5262499999999963,0.9762766375671894,0.4749999999999991,0.012499999999999999,0.13509060955518945,0.15403624382207579,0.09637561779242174,1.0242998352553543,0.8725738396624471,0.4146922489321769,0.5078530652767436,0.37766312625866705,0.4366078725351309
208,Steelix,Steelix,Base,Steel,Ground,510,75,85,200,55,65,30,2,False,510,True,70.0,132.5,113.33333333333333,30,85,200,0.35294117647058826,0.5411764705882353,0.6585365853658537,0.14285714285714285,0.419102275056364,Balanced,Steelix,"('Ground', 'Steel')",1.3706249999999958,1.0873264654545325,0.3424999999999996,0.02875,0.25535420098846784,0.4629324546952224,0.09225700164744646,0.9196869851729821,0.6624472573839648,0.562733948084435,0.4767436088359389,0.5791394902811198,0.4487332033057375
